Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
27.08.2020;21:45;22:00;13.146,50;11.912,75;345,5
27.08.2020;22:00;22:15;12.913,50;11.615,50;386,25
27.08.2020;22:15;22:30;12.717,75;11.311;508,5
27.08.2020;22:30;22:45;12.505,50;11.004,75;417,75
27.08.2020;22:45;23:00;12.211,25;10.632,25;377
27.08.2020;23:00;23:15;11.845,50;10.132,75;195,25
27.08.2020;23:15;23:30;11.649;9.800,50;120
27.08.2020;23:30;23:45;11.482,25;9.475,25;111,75
27.08.2020;23:45;00:00;11.335,25;9.223,50;181,25
28.08.2020;00:00;00:15;11.118,75;8.861;79,5
28.08.2020;00:15;00:30;11.006,75;8.556,25;168
28.08.2020;00:30;00:45;10.989,25;8.328;500,25
28.08.2020;00:45;01:00;10.882,50;8.083;624,25
28.08.2020;01:00;01:15;10.802,25;7.935,50;527,25
28.08.2020;01:15;01:30;10.735,25;7.751;628,5
28.08.2020;01:30;01:45;10.616,75;7.464,25;672,75
28.08.2020;01:45;02:00;10.544,25;7.240,50;830,25
28.08.2020;02:00;02:15;10.466,25;7.006;831,25
28.08.2020;02:15;02:30;10.526;6.988;945,25
28.08.2020;02:30;02:45;10.451,25;6.777,25;985,75
28.08.2020;02:45;03:00;10.459,75;6.668;1.004,75
28.08.2020;03:00;03:15;10.564;6.663;937,75
28.08.2020;03:15;03:30;10.531,75;6.453,25;990,75
28.08.2020;03:30;03:45;10.587,25;6.342,75;1.041,50
28.08.2020;03:45;04:00;10.586;6.226,25;1.055,75
28.08.2020;04:00;04:15;10.613;6.176,25;980,75
28.08.2020;04:15;04:30;10.664,50;6.165,75;994
28.08.2020;04:30;04:45;10.858,75;6.254,75;984,25
28.08.2020;04:45;05:00;10.984;6.290,50;1.019,25
28.08.2020;05:00;05:15;11.335,25;6.575,50;883,75
28.08.2020;05:15;05:30;11.567,50;6.695,25;848
28.08.2020;05:30;05:45;11.932,25;7.016,50;465,75
28.08.2020;05:45;06:00;12.306,25;7.355;245,25
28.08.2020;06:00;06:15;12.933,50;7.967,75;407,25
28.08.2020;06:15;06:30;13.254;8.283,50;233,5
28.08.2020;06:30;06:45;13.557,50;8.569,50;115,75
28.08.2020;06:45;07:00;13.871,50;8.901;70
28.08.2020;07:00;07:15;14.242;9.224;35,25
28.08.2020;07:15;07:30;14.506;9.463;14
28.08.2020;07:30;07:45;14.808,50;9.676,50;6,75
28.08.2020;07:45;08:00;14.916;9.792,75;4
28.08.2020;08:00;08:15;15.118,50;9.878,75;319,75
28.08.2020;08:15;08:30;15.212,25;9.912;291
28.08.2020;08:30;08:45;15.421;9.862;256,25
28.08.2020;08:45;09:00;15.511,25;9.794,25;256,75
28.08.2020;09:00;09:15;15.552,50;9.537,50;135,25
28.08.2020;09:15;09:30;15.672,50;9.359;186,5
28.08.2020;09:30;09:45;15.839;9.405,25;142,25
28.08.2020;09:45;10:00;16.001,50;9.235;169,25
28.08.2020;10:00;10:15;16.102;9.254,50;241,5
28.08.2020;10:15;10:30;16.104,25;9.112,75;235
28.08.2020;10:30;10:45;16.259,25;9.001,25;288,5
28.08.2020;10:45;11:00;16.331,50;8.732,75;196,5
28.08.2020;11:00;11:15;16.327,50;8.491,25;32
28.08.2020;11:15;11:30;16.430,25;8.478,50;115,75
28.08.2020;11:30;11:45;16.493;8.351;80,75
28.08.2020;11:45;12:00;16.486;8.272,75;89
28.08.2020;12:00;12:15;16.357,75;8.031,75;9
28.08.2020;12:15;12:30;16.305;7.815,75;36,5
28.08.2020;12:30;12:45;16.335,25;7.767,25;116,5
28.08.2020;12:45;13:00;16.194,25;7.766,25;172,5
28.08.2020;13:00;13:15;16.126,75;7.718;22
28.08.2020;13:15;13:30;15.951;7.697,75;29,75
28.08.2020;13:30;13:45;15.804,25;7.772,50;15
28.08.2020;13:45;14:00;15.598;7.710;33,25
28.08.2020;14:00;14:15;15.333,50;7.467,50;92,5
28.08.2020;14:15;14:30;15.238;7.468;266
28.08.2020;14:30;14:45;15.240,50;7.544,50;403,75
28.08.2020;14:45;15:00;15.235;7.876,25;349,5
28.08.2020;15:00;15:15;15.217;8.151,25;598,75
28.08.2020;15:15;15:30;15.005,50;8.223,50;422
28.08.2020;15:30;15:45;14.908;8.397,25;342,25
28.08.2020;15:45;16:00;14.856,75;8.570,50;240,5
28.08.2020;16:00;16:15;14.788,50;8.749,75;166,25
28.08.2020;16:15;16:30;14.798,50;8.978,75;188
28.08.2020;16:30;16:45;14.704,25;9.260,25;176,75
28.08.2020;16:45;17:00;14.677,50;9.632;93,5
28.08.2020;17:00;17:15;14.717,50;10.059;338,25
28.08.2020;17:15;17:30;14.618;10.329,50;285
28.08.2020;17:30;17:45;14.681,25;10.726,75;290,25
28.08.2020;17:45;18:00;14.689,75;11.047,50;255,75
28.08.2020;18:00;18:15;14.642,50;11.235,50;531,5
28.08.2020;18:15;18:30;14.533,75;11.380;520,25
28.08.2020;18:30;18:45;14.520,25;11.612,50;534
28.08.2020;18:45;19:00;14.482;11.806,75;528,25
28.08.2020;19:00;19:15;14.460,75;11.989,25;521
28.08.2020;19:15;19:30;14.279,50;11.993;514,5
28.08.2020;19:30;19:45;14.233,25;12.065,50;521
28.08.2020;19:45;20:00;14.145,50;12.005;521
28.08.2020;20:00;20:15;13.977,50;11.867,25;591,25
28.08.2020;20:15;20:30;13.892,75;11.832,75;623,25
28.08.2020;20:30;20:45;13.873,75;11.764,50;630
28.08.2020;20:45;21:00;13.777,50;11.591;649,25
28.08.2020;21:00;21:15;13.555,75;11.404;192,5
28.08.2020;21:15;21:30;13.298;11.196,25;207,5
28.08.2020;21:30;21:45;12.997,25;10.926,75;279,5
28.08.2020;21:45;22:00;12.692,50;10.636;335,25
28.08.2020;22:00;22:15;12.509;10.421;214,25
28.08.2020;22:15;22:30;12.247,25;10.167,50;240,5
28.08.2020;22:30;22:45;12.063;9.945;252,75
28.08.2020;22:45;23:00;11.835,25;9.638,25;213,75
28.08.2020;23:00;23:15;11.596,50;9.339,75;168,75
28.08.2020;23:15;23:30;11.378,50;9.072;190,25
28.08.2020;23:30;23:45;11.184,75;8.790,50;211
28.08.2020;23:45;00:00;10.985,75;8.605,50;181,5
29.08.2020;00:00;00:15;10.826,50;8.466;192
29.08.2020;00:15;00:30;10.651;8.260,75;84
29.08.2020;00:30;00:45;10.547;8.127;147,75
29.08.2020;00:45;01:00;10.371,75;7.911,75;215
29.08.2020;01:00;01:15;10.224,50;7.662,25;308,5
29.08.2020;01:15;01:30;10.146;7.608,50;368,5
29.08.2020;01:30;01:45;10.192;7.569,50;511,75
29.08.2020;01:45;02:00;10.106;7.419,50;507,5
29.08.2020;02:00;02:15;10.049,75;7.346,25;505
29.08.2020;02:15;02:30;9.935,75;7.165,75;536,75
29.08.2020;02:30;02:45;9.834,75;7.007,75;534,25
29.08.2020;02:45;03:00;9.848;6.879,25;650
29.08.2020;03:00;03:15;9.882,50;6.839,75;961,25
29.08.2020;03:15;03:30;9.857;6.865,75;1.031,75
29.08.2020;03:30;03:45;9.854;6.897,50;1.072,25
29.08.2020;03:45;04:00;9.812;6.928,75;1.081,50
29.08.2020;04:00;04:15;9.770,50;6.873,50;898,75
29.08.2020;04:15;04:30;9.697;6.832,75;894,5
29.08.2020;04:30;04:45;9.717,25;6.933;840,75
29.08.2020;04:45;05:00;9.710,50;6.952,25;844,75
29.08.2020;05:00;05:15;9.736;7.045,50;684,5
29.08.2020;05:15;05:30;9.743;7.105,50;675
29.08.2020;05:30;05:45;9.830,75;7.234,50;608,5
29.08.2020;05:45;06:00;9.879,25;7.297;535,25
29.08.2020;06:00;06:15;10.156,75;7.580,75;684,75
29.08.2020;06:15;06:30;10.230,25;7.610;671,25
29.08.2020;06:30;06:45;10.274,75;7.536;648,75
29.08.2020;06:45;07:00;10.309,50;7.505;660,25
29.08.2020;07:00;07:15;10.577;7.789,50;404,5
29.08.2020;07:15;07:30;10.773,25;7.877;269,75
29.08.2020;07:30;07:45;10.980;7.935,50;208,25
29.08.2020;07:45;08:00;11.259;8.126;96,75
29.08.2020;08:00;08:15;11.526,25;8.292,75;134,25
29.08.2020;08:15;08:30;11.681,75;8.306,50;157,5
29.08.2020;08:30;08:45;11.921,25;8.333,50;122,75
29.08.2020;08:45;09:00;12.130,25;8.348;118,5
29.08.2020;09:00;09:15;12.309,25;8.315,75;82,25
29.08.2020;09:15;09:30;12.476,25;8.194,75;40,5
29.08.2020;09:30;09:45;12.697,25;8.125,75;65,5
29.08.2020;09:45;10:00;12.923,50;8.065;195
29.08.2020;10:00;10:15;13.045,25;7.945,50;148,25
29.08.2020;10:15;10:30;13.157,50;7.806,75;279,5
29.08.2020;10:30;10:45;13.323,75;7.678,50;447,5
29.08.2020;10:45;11:00;13.361,50;7.429,75;633,25
29.08.2020;11:00;11:15;13.424;7.151,50;571
29.08.2020;11:15;11:30;13.516,75;6.965,75;621,25
29.08.2020;11:30;11:45;13.636,75;6.909,50;644,5
29.08.2020;11:45;12:00;13.702,75;6.822,75;652,75
29.08.2020;12:00;12:15;13.714,75;6.759,25;456,5
29.08.2020;12:15;12:30;13.648,75;6.646,25;452,5
29.08.2020;12:30;12:45;13.544,75;6.515,75;527,25
29.08.2020;12:45;13:00;13.406,25;6.343,75;482,25
29.08.2020;13:00;13:15;13.223,50;6.239,50;352,5
29.08.2020;13:15;13:30;13.067,50;6.229;322,75
29.08.2020;13:30;13:45;13.008;6.233,75;425,25
29.08.2020;13:45;14:00;12.902;6.238,25;434,25
29.08.2020;14:00;14:15;12.879,75;6.323;448,25
29.08.2020;14:15;14:30;12.828,75;6.353,75;445,5
29.08.2020;14:30;14:45;12.775,25;6.514;497,25
29.08.2020;14:45;15:00;12.718,25;6.666;495,5
29.08.2020;15:00;15:15;12.627,25;6.704,50;493
29.08.2020;15:15;15:30;12.539;6.885,50;458,5
29.08.2020;15:30;15:45;12.350;6.953,25;290,75
29.08.2020;15:45;16:00;12.235,75;7.102;216,5
29.08.2020;16:00;16:15;12.305,75;7.389,50;381,75
29.08.2020;16:15;16:30;12.231,25;7.602;218
29.08.2020;16:30;16:45;12.208,25;7.778,50;127,75
29.08.2020;16:45;17:00;12.223;8.077;59,75
29.08.2020;17:00;17:15;12.326;8.424,50;148,75
29.08.2020;17:15;17:30;12.350,75;8.705,25;151,25
29.08.2020;17:30;17:45;12.365,75;8.971,25;140
29.08.2020;17:45;18:00;12.409,25;9.247,75;152,75
29.08.2020;18:00;18:15;12.421;9.531,75;740,25
29.08.2020;18:15;18:30;12.502,50;9.874;761,25
29.08.2020;18:30;18:45;12.432,50;10.105,75;652,75
29.08.2020;18:45;19:00;12.404,50;10.331,75;540,5
29.08.2020;19:00;19:15;12.309,25;10.520,50;655
29.08.2020;19:15;19:30;12.250,25;10.689,25;652
29.08.2020;19:30;19:45;12.202,25;10.801,75;653
29.08.2020;19:45;20:00;12.081,75;10.805,75;652,25
29.08.2020;20:00;20:15;12.002;10.797,75;622,75
29.08.2020;20:15;20:30;11.957,75;10.850,75;645,5
29.08.2020;20:30;20:45;11.964,75;10.904,75;651,5
29.08.2020;20:45;21:00;11.861,50;10.801,50;652,5
29.08.2020;21:00;21:15;11.730,25;10.689,75;628,5
29.08.2020;21:15;21:30;11.496,50;10.471;627,25
29.08.2020;21:30;21:45;11.338,75;10.314;648
29.08.2020;21:45;22:00;11.158,75;10.128;670,5
29.08.2020;22:00;22:15;11.038,25;10.032,50;573,75
29.08.2020;22:15;22:30;10.857,50;9.872,25;582,75
29.08.2020;22:30;22:45;10.670,75;9.718,75;544
29.08.2020;22:45;23:00;10.463;9.509,50;566,5
29.08.2020;23:00;23:15;10.284;9.366,25;227,5
29.08.2020;23:15;23:30;10.109;9.210;185
29.08.2020;23:30;23:45;9.933,75;9.085,75;203,5
29.08.2020;23:45;00:00;9.768;8.990,25;248,75
30.08.2020;00:00;00:15;9.607,75;8.866,25;192,25
30.08.2020;00:15;00:30;9.526,50;8.782,50;174,5
30.08.2020;00:30;00:45;9.406;8.670,75;178,25
30.08.2020;00:45;01:00;9.275,25;8.564,25;219,75
30.08.2020;01:00;01:15;9.201,25;8.513,50;170
30.08.2020;01:15;01:30;9.162,25;8.474,75;203,5
30.08.2020;01:30;01:45;9.023,50;8.352,75;216,5
30.08.2020;01:45;02:00;9.005;8.344,25;211,75
30.08.2020;02:00;02:15;8.947,75;8.293;235
30.08.2020;02:15;02:30;8.874,50;8.244,50;238,75
30.08.2020;02:30;02:45;8.840,25;8.220,50;249,25
30.08.2020;02:45;03:00;8.807;8.185,75;266,5
30.08.2020;03:00;03:15;8.773,75;8.150,50;252
30.08.2020;03:15;03:30;8.705,75;8.074,50;287,25
30.08.2020;03:30;03:45;8.756;8.121;388,75
30.08.2020;03:45;04:00;8.827,25;8.173,75;503
30.08.2020;04:00;04:15;8.788,75;8.113,25;512,75
30.08.2020;04:15;04:30;8.783,75;8.102;530,5
30.08.2020;04:30;04:45;8.792;8.116,75;548
30.08.2020;04:45;05:00;8.829;8.160,25;565,25
30.08.2020;05:00;05:15;8.940,25;8.257;692,75
30.08.2020;05:15;05:30;8.940,50;8.251,50;728
30.08.2020;05:30;05:45;8.947;8.250,25;707,5
30.08.2020;05:45;06:00;9.056,75;8.352;690,25
30.08.2020;06:00;06:15;9.155;8.471;575
30.08.2020;06:15;06:30;9.080;8.419;570
30.08.2020;06:30;06:45;9.122,75;8.412,75;569,25
30.08.2020;06:45;07:00;9.065;8.272;517
30.08.2020;07:00;07:15;9.205;8.377,50;523,25
30.08.2020;07:15;07:30;9.282,50;8.317,25;397,75
30.08.2020;07:30;07:45;9.404,25;8.280,75;242
30.08.2020;07:45;08:00;9.588,25;8.293,75;201,75
30.08.2020;08:00;08:15;9.843,50;8.396,50;197
30.08.2020;08:15;08:30;10.016,25;8.371;196,75
30.08.2020;08:30;08:45;10.226,75;8.391;164
30.08.2020;08:45;09:00;10.412,25;8.373,50;152,75
30.08.2020;09:00;09:15;10.641,25;8.411,75;178
30.08.2020;09:15;09:30;10.869,25;8.392,75;160,75
30.08.2020;09:30;09:45;11.016,50;8.327,25;168,25
30.08.2020;09:45;10:00;11.210,50;8.271,50;154,5
30.08.2020;10:00;10:15;11.375,50;8.322,75;33,25
30.08.2020;10:15;10:30;11.594,75;8.461,75;25,75
30.08.2020;10:30;10:45;11.705;8.428,50;23,5
30.08.2020;10:45;11:00;11.906,25;8.505;14,5
30.08.2020;11:00;11:15;12.033,50;8.546;13,25
30.08.2020;11:15;11:30;12.187;8.607;3,75
30.08.2020;11:30;11:45;12.267,50;8.568;11,5
30.08.2020;11:45;12:00;12.302,75;8.499,50;24,5
30.08.2020;12:00;12:15;12.280,50;8.385,25;27,75
30.08.2020;12:15;12:30;12.228,25;8.203,75;83,75
30.08.2020;12:30;12:45;12.151,25;8.087,50;169
30.08.2020;12:45;13:00;12.104,50;8.011;236,5
30.08.2020;13:00;13:15;11.901,50;7.788,25;197,25
30.08.2020;13:15;13:30;11.837,50;7.764,75;281,25
30.08.2020;13:30;13:45;11.926,25;7.909,25;501
30.08.2020;13:45;14:00;11.795;7.819;622
30.08.2020;14:00;14:15;11.718,75;7.687,25;616
30.08.2020;14:15;14:30;11.581,75;7.488,25;632,75
30.08.2020;14:30;14:45;11.538,75;7.467,75;661,25
30.08.2020;14:45;15:00;11.528,75;7.481;717
30.08.2020;15:00;15:15;11.537;7.488,75;775,5
30.08.2020;15:15;15:30;11.466,75;7.449;787
30.08.2020;15:30;15:45;11.428,50;7.421,50;831,75
30.08.2020;15:45;16:00;11.437;7.444,50;837
30.08.2020;16:00;16:15;11.454;7.497,75;997,75
30.08.2020;16:15;16:30;11.425;7.501,25;974,25
30.08.2020;16:30;16:45;11.509;7.654;958
30.08.2020;16:45;17:00;11.553;7.771;965,25
30.08.2020;17:00;17:15;11.715,50;7.952,50;834,25
30.08.2020;17:15;17:30;11.716;8.003;622,25
30.08.2020;17:30;17:45;11.713;8.121;368,25
30.08.2020;17:45;18:00;11.815,75;8.330,25;213,75
30.08.2020;18:00;18:15;11.918,75;8.536,25;139,5
30.08.2020;18:15;18:30;11.908,75;8.601,25;112,5
30.08.2020;18:30;18:45;11.922;8.613,50;53,75
30.08.2020;18:45;19:00;11.940,25;8.675;44
30.08.2020;19:00;19:15;11.995,50;8.818,50;51,5
30.08.2020;19:15;19:30;11.901,75;8.875;47
30.08.2020;19:30;19:45;11.879;8.914,50;44
30.08.2020;19:45;20:00;11.848,75;8.886,25;40,75
30.08.2020;20:00;20:15;11.911;8.902;480,25
30.08.2020;20:15;20:30;11.917,75;8.970,25;485,75
30.08.2020;20:30;20:45;11.920,75;8.917,25;502
30.08.2020;20:45;21:00;11.844,25;8.693,50;531,75
30.08.2020;21:00;21:15;11.729,75;8.462,50;523
30.08.2020;21:15;21:30;11.536,75;8.265,25;528,75
30.08.2020;21:30;21:45;11.446,50;8.136,75;540,25
30.08.2020;21:45;22:00;11.358,50;8.048,50;569,5
30.08.2020;22:00;22:15;11.293,50;7.991,25;495,5
30.08.2020;22:15;22:30;11.137,75;7.808,50;478
30.08.2020;22:30;22:45;10.911,50;7.668,50;454,25
30.08.2020;22:45;23:00;10.821,25;7.570,50;449,75
30.08.2020;23:00;23:15;10.667;7.428,50;116,5
30.08.2020;23:15;23:30;10.493;7.184,75;139
30.08.2020;23:30;23:45;10.395;7.097,75;199,5
30.08.2020;23:45;00:00;10.246,25;6.973,75;283
31.08.2020;00:00;00:15;10.170,25;6.978,25;436,5
31.08.2020;00:15;00:30;10.076,50;6.961,50;347,75
31.08.2020;00:30;00:45;9.888,75;6.884,25;385,25
31.08.2020;00:45;01:00;9.869,50;6.934;427
31.08.2020;01:00;01:15;9.805,25;6.958;398,75
31.08.2020;01:15;01:30;9.726,25;6.962;399
31.08.2020;01:30;01:45;9.639,50;6.946;412,25
31.08.2020;01:45;02:00;9.628;7.046;407,25
31.08.2020;02:00;02:15;9.623,25;7.103;297,25
31.08.2020;02:15;02:30;9.523;7.096,50;322,25
31.08.2020;02:30;02:45;9.563,25;7.213,75;427
31.08.2020;02:45;03:00;9.574,25;7.311;431
31.08.2020;03:00;03:15;9.587;7.428,50;603,5
31.08.2020;03:15;03:30;9.605,75;7.463,75;588,5
31.08.2020;03:30;03:45;9.646;7.541;650,75
31.08.2020;03:45;04:00;9.687,50;7.570,25;686
31.08.2020;04:00;04:15;9.890;7.815,75;679
31.08.2020;04:15;04:30;10.025,75;8.045,75;649,75
31.08.2020;04:30;04:45;10.207,25;8.248,75;620
31.08.2020;04:45;05:00;10.383,50;8.458,50;588,25
31.08.2020;05:00;05:15;10.732;8.837,75;537
31.08.2020;05:15;05:30;11.002,75;9.076;483
31.08.2020;05:30;05:45;11.388,25;9.436;487
31.08.2020;05:45;06:00;11.880,75;9.914;397
31.08.2020;06:00;06:15;12.752,25;10.819,75;489
31.08.2020;06:15;06:30;13.226,75;11.331;353,75
31.08.2020;06:30;06:45;13.611,25;11.706,75;349,5
31.08.2020;06:45;07:00;13.850,75;12.006,50;174
31.08.2020;07:00;07:15;14.278,25;12.461,25;211,75
31.08.2020;07:15;07:30;14.458,75;12.559,25;107,75
31.08.2020;07:30;07:45;14.657,25;12.639,25;111
31.08.2020;07:45;08:00;14.934;12.826;134,5
31.08.2020;08:00;08:15;15.180;13.027,75;331
31.08.2020;08:15;08:30;15.333,50;13.082;324,75
31.08.2020;08:30;08:45;15.476,50;13.100,75;267,5
31.08.2020;08:45;09:00;15.499;12.938,75;334,5
31.08.2020;09:00;09:15;15.480,25;12.768,25;402,5
31.08.2020;09:15;09:30;15.539,50;12.651;384
31.08.2020;09:30;09:45;15.597,25;12.513,50;395,25
31.08.2020;09:45;10:00;15.639,25;12.445,50;386,75
31.08.2020;10:00;10:15;15.776,50;12.337,50;304
31.08.2020;10:15;10:30;15.857,50;12.243,25;265,75
31.08.2020;10:30;10:45;15.961,75;12.199,25;319,25
31.08.2020;10:45;11:00;15.990,50;12.081;293
31.08.2020;11:00;11:15;16.120,50;12.038,75;359,25
31.08.2020;11:15;11:30;16.275,75;11.953;365,5
31.08.2020;11:30;11:45;16.317;11.823;279,25
31.08.2020;11:45;12:00;16.334,50;11.679,25;251
31.08.2020;12:00;12:15;16.309,25;11.477,50;133,5
31.08.2020;12:15;12:30;16.193;11.226,75;98,5
31.08.2020;12:30;12:45;16.196,50;11.141,50;109
31.08.2020;12:45;13:00;16.154,50;11.043;145,5
31.08.2020;13:00;13:15;16.123,50;11.016,50;96,75
31.08.2020;13:15;13:30;16.061;10.867;92,75
31.08.2020;13:30;13:45;15.972,25;10.775,25;87,5
31.08.2020;13:45;14:00;15.766;10.629,50;115
31.08.2020;14:00;14:15;15.698,25;10.665,50;173
31.08.2020;14:15;14:30;15.673;10.788,25;204,5
31.08.2020;14:30;14:45;15.635,50;10.880;216,25
31.08.2020;14:45;15:00;15.493,50;10.924,25;205,75
31.08.2020;15:00;15:15;15.414;11.003;93,25
31.08.2020;15:15;15:30;15.299,75;11.038;113,25
31.08.2020;15:30;15:45;15.167,50;10.983,75;116
31.08.2020;15:45;16:00;15.046,25;11.056;167,5
31.08.2020;16:00;16:15;14.997,50;11.161;121
31.08.2020;16:15;16:30;14.911,50;11.317,25;133,25
31.08.2020;16:30;16:45;14.915;11.582;156,25
31.08.2020;16:45;17:00;14.851,50;11.760,75;145,5
31.08.2020;17:00;17:15;14.962;12.150,50;178,25
31.08.2020;17:15;17:30;14.999,50;12.453;168
31.08.2020;17:30;17:45;15.016,25;12.755,25;220,25
31.08.2020;17:45;18:00;15.059;13.028,75;237,25
31.08.2020;18:00;18:15;14.982,75;13.202;403,25
31.08.2020;18:15;18:30;14.913,50;13.353;405
31.08.2020;18:30;18:45;14.911,25;13.601,25;442,75
31.08.2020;18:45;19:00;14.937;13.829,75;485,25
31.08.2020;19:00;19:15;14.946,25;13.995,50;438
31.08.2020;19:15;19:30;14.891,25;14.087;446,25
31.08.2020;19:30;19:45;14.857;14.153,25;468,25
31.08.2020;19:45;20:00;14.764,25;14.129,50;475,75
31.08.2020;20:00;20:15;14.707,75;14.091,75;549,75
31.08.2020;20:15;20:30;14.722,50;14.169;524,5
31.08.2020;20:30;20:45;14.662,25;14.102;468,5
31.08.2020;20:45;21:00;14.456,50;13.869,50;468,75
31.08.2020;21:00;21:15;14.225,50;13.631;506
31.08.2020;21:15;21:30;13.921,75;13.296,25;307,25
31.08.2020;21:30;21:45;13.683;13.024,50;241,5
31.08.2020;21:45;22:00;13.336;12.636,25;199,25
31.08.2020;22:00;22:15;13.114,75;12.376,75;112
31.08.2020;22:15;22:30;12.837,25;12.045,25;146,5
31.08.2020;22:30;22:45;12.524,75;11.715,50;146,25
31.08.2020;22:45;23:00;12.317,75;11.509,25;193,75
31.08.2020;23:00;23:15;11.989,75;11.192;179,75
31.08.2020;23:15;23:30;11.770,25;10.963;294,75
31.08.2020;23:30;23:45;11.568,75;10.768;339,75
31.08.2020;23:45;00:00;11.439;10.625;410,25
01.09.2020;00:00;00:15;11.157,50;10.342,75;199
01.09.2020;00:15;00:30;11.016,75;10.184,75;280,25
01.09.2020;00:30;00:45;10.983;10.175;448
01.09.2020;00:45;01:00;10.870,25;10.067;557,5
01.09.2020;01:00;01:15;10.765,50;9.975;620,75
01.09.2020;01:15;01:30;10.719,75;9.929;543,25
01.09.2020;01:30;01:45;10.617,25;9.823,25;705,25
01.09.2020;01:45;02:00;10.599,50;9.810,75;623,75
01.09.2020;02:00;02:15;10.512,25;9.737,25;797,5
01.09.2020;02:15;02:30;10.542,25;9.753,75;796,25
01.09.2020;02:30;02:45;10.543,50;9.734,25;823
01.09.2020;02:45;03:00;10.573,75;9.752,25;839
01.09.2020;03:00;03:15;10.590,75;9.754,50;838,5
01.09.2020;03:15;03:30;10.611,50;9.790,75;958,5
01.09.2020;03:30;03:45;10.654;9.864,75;946
01.09.2020;03:45;04:00;10.634,25;9.854,25;923,5
01.09.2020;04:00;04:15;10.689,75;9.908,25;888,25
01.09.2020;04:15;04:30;10.741,75;9.985,50;842,5
01.09.2020;04:30;04:45;10.858,75;10.123,25;832,25
01.09.2020;04:45;05:00;11.046,25;10.326;751,5
01.09.2020;05:00;05:15;11.338,50;10.617,75;560,5
01.09.2020;05:15;05:30;11.539;10.807,75;507,75
01.09.2020;05:30;05:45;11.861,75;11.123,75;413,5
01.09.2020;05:45;06:00;12.240,50;11.487,25;198,25
01.09.2020;06:00;06:15;13.140;12.376;218,75
01.09.2020;06:15;06:30;13.617,50;12.820,75;13,5
01.09.2020;06:30;06:45;13.933,25;13.039,50;29
01.09.2020;06:45;07:00;14.206;13.186,75;34,25
01.09.2020;07:00;07:15;14.532,50;13.438;132,25
01.09.2020;07:15;07:30;14.794,75;13.567,75;210,5
01.09.2020;07:30;07:45;15.050,25;13.640,75;204,5
01.09.2020;07:45;08:00;15.223,75;13.625;218
01.09.2020;08:00;08:15;15.394;13.592;398
01.09.2020;08:15;08:30;15.493;13.493;396
01.09.2020;08:30;08:45;15.556,75;13.427,50;392,75
01.09.2020;08:45;09:00;15.683,75;13.400;394,5
01.09.2020;09:00;09:15;15.585,75;13.140;385,25
01.09.2020;09:15;09:30;15.647,25;13.019,25;375,75
01.09.2020;09:30;09:45;15.757;12.884,50;366,5
01.09.2020;09:45;10:00;15.807;12.653;344,25
01.09.2020;10:00;10:15;15.900,25;12.460,75;338,25
01.09.2020;10:15;10:30;15.994,75;12.271;341,75
01.09.2020;10:30;10:45;16.054;12.056,25;393,25
01.09.2020;10:45;11:00;16.140;11.933,75;376,25
01.09.2020;11:00;11:15;16.285,75;11.920,25;98
01.09.2020;11:15;11:30;16.395,75;11.882,50;73,25
01.09.2020;11:30;11:45;16.437,50;11.794;105,25
01.09.2020;11:45;12:00;16.537,75;11.755,75;129,75
01.09.2020;12:00;12:15;16.431,75;11.565;85,75
01.09.2020;12:15;12:30;16.503,25;11.496;71,25
01.09.2020;12:30;12:45;16.288,50;11.182;72,75
01.09.2020;12:45;13:00;16.301;11.129,75;55,25
01.09.2020;13:00;13:15;16.264;11.061,50;60,25
01.09.2020;13:15;13:30;16.186,50;10.959,25;39,25
01.09.2020;13:30;13:45;16.072,75;10.830,50;81,75
01.09.2020;13:45;14:00;15.836;10.544;75
01.09.2020;14:00;14:15;15.738,25;10.452,75;51
01.09.2020;14:15;14:30;15.665,75;10.463,75;30,5
01.09.2020;14:30;14:45;15.593,50;10.499,75;27,75
01.09.2020;14:45;15:00;15.530,50;10.525,50;54,75
01.09.2020;15:00;15:15;15.426,75;10.498,50;83,25
01.09.2020;15:15;15:30;15.356;10.568,75;89,5
01.09.2020;15:30;15:45;15.277;10.674,75;101,25
01.09.2020;15:45;16:00;15.119;10.706,25;121,5
01.09.2020;16:00;16:15;15.058,75;10.823,25;80,5
01.09.2020;16:15;16:30;14.960;10.922,25;86,75
01.09.2020;16:30;16:45;14.880,75;11.047,75;73
01.09.2020;16:45;17:00;14.948,50;11.340;60
01.09.2020;17:00;17:15;14.933;11.568;66,5
01.09.2020;17:15;17:30;15.007,50;11.932;48,25
01.09.2020;17:30;17:45;15.004,75;12.175,50;90,75
01.09.2020;17:45;18:00;15.097,75;12.528;303
01.09.2020;18:00;18:15;15.095;12.802,75;420
01.09.2020;18:15;18:30;15.115,50;13.096;429
01.09.2020;18:30;18:45;15.119,25;13.342,25;456,5
01.09.2020;18:45;19:00;15.131;13.539,75;448
01.09.2020;19:00;19:15;15.090,25;13.770,25;433
01.09.2020;19:15;19:30;15.063,75;13.959,25;439,5
01.09.2020;19:30;19:45;15.109;14.112,75;438,75
01.09.2020;19:45;20:00;15.072,75;14.076,25;438,25
